State	Code	Year	Month	Gender	Infant Birth Weight 12	Births
Alabama 	1	2019	January	Female	500 - 999 grams	20
Alabama 	1	2019	January	Female	1000 - 1499 grams	19
Alabama 	1	2019	January	Female	2000 - 2499 grams	195
Alabama 	1	2019	January	Female	2500 - 2999 grams	628
Alabama 	1	2019	January	Female	3000 - 3499 grams	953
Alabama 	1	2019	January	Female	3500 - 3999 grams	491
Alabama 	1	2019	January	Female	4000 - 4499 grams	89
Alabama 	1	2019	January	Male	500 - 999 grams	21
Alabama 	1	2019	January	Male	1000 - 1499 grams	18
Alabama 	1	2019	January	Male	1500 - 1999 grams	50
Alabama 	1	2019	January	Male	2000 - 2499 grams	151
Alabama 	1	2019	January	Male	2500 - 2999 grams	502
Alabama 	1	2019	January	Male	3000 - 3499 grams	940
Alabama 	1	2019	January	Male	3500 - 3999 grams	658
Alabama 	1	2019	January	Male	4000 - 4499 grams	186
Alabama 	1	2019	January	Male	4500 - 4999 grams	33
Alabama 	1	2019	February	Female	500 - 999 grams	10
Alabama 	1	2019	February	Female	1000 - 1499 grams	19
Alabama 	1	2019	February	Female	1500 - 1999 grams	39
Alabama 	1	2019	February	Female	2000 - 2499 grams	167
Alabama 	1	2019	February	Female	2500 - 2999 grams	530
Alabama 	1	2019	February	Female	3000 - 3499 grams	827
Alabama 	1	2019	February	Female	3500 - 3999 grams	449
Alabama 	1	2019	February	Female	4000 - 4499 grams	73
Alabama 	1	2019	February	Female	4500 - 4999 grams	14
Alabama 	1	2019	February	Male	1000 - 1499 grams	20
Alabama 	1	2019	February	Male	1500 - 1999 grams	42
Alabama 	1	2019	February	Male	2000 - 2499 grams	122
Alabama 	1	2019	February	Male	2500 - 2999 grams	421
Alabama 	1	2019	February	Male	3000 - 3499 grams	892
Alabama 	1	2019	February	Male	3500 - 3999 grams	571
Alabama 	1	2019	February	Male	4000 - 4499 grams	150
Alabama 	1	2019	February	Male	4500 - 4999 grams	23
Alabama 	1	2019	March	Female	500 - 999 grams	18
Alabama 	1	2019	March	Female	1000 - 1499 grams	19
Alabama 	1	2019	March	Female	1500 - 1999 grams	42
Alabama 	1	2019	March	Female	2000 - 2499 grams	151
Alabama 	1	2019	March	Female	2500 - 2999 grams	527
Alabama 	1	2019	March	Female	3000 - 3499 grams	807
Alabama 	1	2019	March	Female	3500 - 3999 grams	465
Alabama 	1	2019	March	Female	4000 - 4499 grams	82
Alabama 	1	2019	March	Male	500 - 999 grams	13
Alabama 	1	2019	March	Male	1000 - 1499 grams	19
Alabama 	1	2019	March	Male	1500 - 1999 grams	35
Alabama 	1	2019	March	Male	2000 - 2499 grams	132
Alabama 	1	2019	March	Male	2500 - 2999 grams	469
Alabama 	1	2019	March	Male	3000 - 3499 grams	924
Alabama 	1	2019	March	Male	3500 - 3999 grams	627
Alabama 	1	2019	March	Male	4000 - 4499 grams	157
Alabama 	1	2019	March	Male	4500 - 4999 grams	17
Alabama 	1	2019	April	Female	500 - 999 grams	11
Alabama 	1	2019	April	Female	1000 - 1499 grams	16
Alabama 	1	2019	April	Female	1500 - 1999 grams	53
Alabama 	1	2019	April	Female	2000 - 2499 grams	153
Alabama 	1	2019	April	Female	2500 - 2999 grams	527
Alabama 	1	2019	April	Female	3000 - 3499 grams	888
Alabama 	1	2019	April	Female	3500 - 3999 grams	488
Alabama 	1	2019	April	Female	4000 - 4499 grams	86
Alabama 	1	2019	April	Female	4500 - 4999 grams	16
Alabama 	1	2019	April	Male	500 - 999 grams	16
Alabama 	1	2019	April	Male	1000 - 1499 grams	19
Alabama 	1	2019	April	Male	1500 - 1999 grams	37
Alabama 	1	2019	April	Male	2000 - 2499 grams	116
Alabama 	1	2019	April	Male	2500 - 2999 grams	409
Alabama 	1	2019	April	Male	3000 - 3499 grams	913
Alabama 	1	2019	April	Male	3500 - 3999 grams	578
Alabama 	1	2019	April	Male	4000 - 4499 grams	169
Alabama 	1	2019	April	Male	4500 - 4999 grams	26
Alabama 	1	2019	May	Female	500 - 999 grams	15
Alabama 	1	2019	May	Female	1500 - 1999 grams	54
Alabama 	1	2019	May	Female	2000 - 2499 grams	167
Alabama 	1	2019	May	Female	2500 - 2999 grams	552
Alabama 	1	2019	May	Female	3000 - 3499 grams	941
Alabama 	1	2019	May	Female	3500 - 3999 grams	487
Alabama 	1	2019	May	Female	4000 - 4499 grams	76
Alabama 	1	2019	May	Female	4500 - 4999 grams	11
Alabama 	1	2019	May	Male	500 - 999 grams	15
Alabama 	1	2019	May	Male	1000 - 1499 grams	23
Alabama 	1	2019	May	Male	1500 - 1999 grams	54
Alabama 	1	2019	May	Male	2000 - 2499 grams	148
Alabama 	1	2019	May	Male	2500 - 2999 grams	447
Alabama 	1	2019	May	Male	3000 - 3499 grams	937
Alabama 	1	2019	May	Male	3500 - 3999 grams	665
Alabama 	1	2019	May	Male	4000 - 4499 grams	148
Alabama 	1	2019	May	Male	4500 - 4999 grams	27
Alabama 	1	2019	June	Female	500 - 999 grams	17
Alabama 	1	2019	June	Female	1000 - 1499 grams	24
Alabama 	1	2019	June	Female	1500 - 1999 grams	49
Alabama 	1	2019	June	Female	2000 - 2499 grams	169
Alabama 	1	2019	June	Female	2500 - 2999 grams	519
Alabama 	1	2019	June	Female	3000 - 3499 grams	827
Alabama 	1	2019	June	Female	3500 - 3999 grams	477
Alabama 	1	2019	June	Female	4000 - 4499 grams	68
Alabama 	1	2019	June	Male	500 - 999 grams	19
Alabama 	1	2019	June	Male	1000 - 1499 grams	30
Alabama 	1	2019	June	Male	1500 - 1999 grams	48
Alabama 	1	2019	June	Male	2000 - 2499 grams	142
Alabama 	1	2019	June	Male	2500 - 2999 grams	440
Alabama 	1	2019	June	Male	3000 - 3499 grams	843
Alabama 	1	2019	June	Male	3500 - 3999 grams	616
Alabama 	1	2019	June	Male	4000 - 4499 grams	137
Alabama 	1	2019	June	Male	4500 - 4999 grams	22
Alabama 	1	2019	July	Female	500 - 999 grams	21
Alabama 	1	2019	July	Female	1000 - 1499 grams	27
Alabama 	1	2019	July	Female	1500 - 1999 grams	53
Alabama 	1	2019	July	Female	2000 - 2499 grams	165
Alabama 	1	2019	July	Female	2500 - 2999 grams	556
Alabama 	1	2019	July	Female	3000 - 3499 grams	"1,027"
Alabama 	1	2019	July	Female	3500 - 3999 grams	458
Alabama 	1	2019	July	Female	4000 - 4499 grams	106
Alabama 	1	2019	July	Female	4500 - 4999 grams	16
Alabama 	1	2019	July	Male	500 - 999 grams	12
Alabama 	1	2019	July	Male	1000 - 1499 grams	26
Alabama 	1	2019	July	Male	1500 - 1999 grams	45
Alabama 	1	2019	July	Male	2000 - 2499 grams	155
Alabama 	1	2019	July	Male	2500 - 2999 grams	494
Alabama 	1	2019	July	Male	3000 - 3499 grams	992
Alabama 	1	2019	July	Male	3500 - 3999 grams	690
Alabama 	1	2019	July	Male	4000 - 4499 grams	170
Alabama 	1	2019	July	Male	4500 - 4999 grams	33
Alabama 	1	2019	August	Female	500 - 999 grams	16
Alabama 	1	2019	August	Female	1000 - 1499 grams	25
Alabama 	1	2019	August	Female	1500 - 1999 grams	52
Alabama 	1	2019	August	Female	2000 - 2499 grams	209
Alabama 	1	2019	August	Female	2500 - 2999 grams	655
Alabama 	1	2019	August	Female	3000 - 3499 grams	"1,035"
Alabama 	1	2019	August	Female	3500 - 3999 grams	537
Alabama 	1	2019	August	Female	4000 - 4499 grams	80
Alabama 	1	2019	August	Male	500 - 999 grams	20
Alabama 	1	2019	August	Male	1000 - 1499 grams	30
Alabama 	1	2019	August	Male	1500 - 1999 grams	47
Alabama 	1	2019	August	Male	2000 - 2499 grams	174
Alabama 	1	2019	August	Male	2500 - 2999 grams	515
Alabama 	1	2019	August	Male	3000 - 3499 grams	"1,146"
Alabama 	1	2019	August	Male	3500 - 3999 grams	708
Alabama 	1	2019	August	Male	4000 - 4499 grams	159
Alabama 	1	2019	August	Male	4500 - 4999 grams	25
Alabama 	1	2019	September	Female	500 - 999 grams	12
Alabama 	1	2019	September	Female	1000 - 1499 grams	26
Alabama 	1	2019	September	Female	1500 - 1999 grams	53
Alabama 	1	2019	September	Female	2000 - 2499 grams	184
Alabama 	1	2019	September	Female	2500 - 2999 grams	589
Alabama 	1	2019	September	Female	3000 - 3499 grams	"1,020"
Alabama 	1	2019	September	Female	3500 - 3999 grams	520
Alabama 	1	2019	September	Female	4000 - 4499 grams	109
Alabama 	1	2019	September	Female	4500 - 4999 grams	19
Alabama 	1	2019	September	Male	500 - 999 grams	21
Alabama 	1	2019	September	Male	1000 - 1499 grams	30
Alabama 	1	2019	September	Male	1500 - 1999 grams	56
Alabama 	1	2019	September	Male	2000 - 2499 grams	144
Alabama 	1	2019	September	Male	2500 - 2999 grams	471
Alabama 	1	2019	September	Male	3000 - 3499 grams	"1,034"
Alabama 	1	2019	September	Male	3500 - 3999 grams	731
Alabama 	1	2019	September	Male	4000 - 4499 grams	170
Alabama 	1	2019	September	Male	4500 - 4999 grams	20
Alabama 	1	2019	October	Female	500 - 999 grams	23
Alabama 	1	2019	October	Female	1000 - 1499 grams	29
Alabama 	1	2019	October	Female	1500 - 1999 grams	58
Alabama 	1	2019	October	Female	2000 - 2499 grams	186
Alabama 	1	2019	October	Female	2500 - 2999 grams	618
Alabama 	1	2019	October	Female	3000 - 3499 grams	963
Alabama 	1	2019	October	Female	3500 - 3999 grams	555
Alabama 	1	2019	October	Female	4000 - 4499 grams	81
Alabama 	1	2019	October	Male	500 - 999 grams	16
Alabama 	1	2019	October	Male	1000 - 1499 grams	30
Alabama 	1	2019	October	Male	1500 - 1999 grams	50
Alabama 	1	2019	October	Male	2000 - 2499 grams	156
Alabama 	1	2019	October	Male	2500 - 2999 grams	527
Alabama 	1	2019	October	Male	3000 - 3499 grams	997
Alabama 	1	2019	October	Male	3500 - 3999 grams	697
Alabama 	1	2019	October	Male	4000 - 4499 grams	174
Alabama 	1	2019	October	Male	4500 - 4999 grams	20
Alabama 	1	2019	November	Female	500 - 999 grams	25
Alabama 	1	2019	November	Female	1000 - 1499 grams	36
Alabama 	1	2019	November	Female	1500 - 1999 grams	39
Alabama 	1	2019	November	Female	2000 - 2499 grams	184
Alabama 	1	2019	November	Female	2500 - 2999 grams	570
Alabama 	1	2019	November	Female	3000 - 3499 grams	875
Alabama 	1	2019	November	Female	3500 - 3999 grams	447
Alabama 	1	2019	November	Female	4000 - 4499 grams	94
Alabama 	1	2019	November	Male	1000 - 1499 grams	31
Alabama 	1	2019	November	Male	1500 - 1999 grams	50
Alabama 	1	2019	November	Male	2000 - 2499 grams	146
Alabama 	1	2019	November	Male	2500 - 2999 grams	464
Alabama 	1	2019	November	Male	3000 - 3499 grams	984
Alabama 	1	2019	November	Male	3500 - 3999 grams	628
Alabama 	1	2019	November	Male	4000 - 4499 grams	143
Alabama 	1	2019	November	Male	4500 - 4999 grams	19
Alabama 	1	2019	December	Female	500 - 999 grams	15
Alabama 	1	2019	December	Female	1000 - 1499 grams	26
Alabama 	1	2019	December	Female	1500 - 1999 grams	65
Alabama 	1	2019	December	Female	2000 - 2499 grams	202
Alabama 	1	2019	December	Female	2500 - 2999 grams	584
Alabama 	1	2019	December	Female	3000 - 3499 grams	"1,000"
Alabama 	1	2019	December	Female	3500 - 3999 grams	495
Alabama 	1	2019	December	Female	4000 - 4499 grams	111
Alabama 	1	2019	December	Female	4500 - 4999 grams	11
Alabama 	1	2019	December	Male	500 - 999 grams	11
Alabama 	1	2019	December	Male	1000 - 1499 grams	18
Alabama 	1	2019	December	Male	1500 - 1999 grams	43
Alabama 	1	2019	December	Male	2000 - 2499 grams	141
Alabama 	1	2019	December	Male	2500 - 2999 grams	524
Alabama 	1	2019	December	Male	3000 - 3499 grams	"1,049"
Alabama 	1	2019	December	Male	3500 - 3999 grams	629
Alabama 	1	2019	December	Male	4000 - 4499 grams	149
Alabama 	1	2019	December	Male	4500 - 4999 grams	22
Alabama 	1	2020	January	Female	500 - 999 grams	16
Alabama 	1	2020	January	Female	1000 - 1499 grams	28
Alabama 	1	2020	January	Female	1500 - 1999 grams	50
Alabama 	1	2020	January	Female	2000 - 2499 grams	180
Alabama 	1	2020	January	Female	2500 - 2999 grams	627
Alabama 	1	2020	January	Female	3000 - 3499 grams	983
Alabama 	1	2020	January	Female	3500 - 3999 grams	470
Alabama 	1	2020	January	Female	4000 - 4499 grams	77
Alabama 	1	2020	January	Male	500 - 999 grams	18
Alabama 	1	2020	January	Male	1000 - 1499 grams	24
Alabama 	1	2020	January	Male	1500 - 1999 grams	47
Alabama 	1	2020	January	Male	2000 - 2499 grams	143
Alabama 	1	2020	January	Male	2500 - 2999 grams	507
Alabama 	1	2020	January	Male	3000 - 3499 grams	954
Alabama 	1	2020	January	Male	3500 - 3999 grams	637
Alabama 	1	2020	January	Male	4000 - 4499 grams	153
Alabama 	1	2020	February	Female	500 - 999 grams	18
Alabama 	1	2020	February	Female	1000 - 1499 grams	23
Alabama 	1	2020	February	Female	1500 - 1999 grams	49
Alabama 	1	2020	February	Female	2000 - 2499 grams	164
Alabama 	1	2020	February	Female	2500 - 2999 grams	558
Alabama 	1	2020	February	Female	3000 - 3499 grams	833
Alabama 	1	2020	February	Female	3500 - 3999 grams	426
Alabama 	1	2020	February	Female	4000 - 4499 grams	81
Alabama 	1	2020	February	Female	4500 - 4999 grams	14
Alabama 	1	2020	February	Male	500 - 999 grams	13
Alabama 	1	2020	February	Male	1000 - 1499 grams	33
Alabama 	1	2020	February	Male	1500 - 1999 grams	52
Alabama 	1	2020	February	Male	2000 - 2499 grams	135
Alabama 	1	2020	February	Male	2500 - 2999 grams	457
Alabama 	1	2020	February	Male	3000 - 3499 grams	831
Alabama 	1	2020	February	Male	3500 - 3999 grams	582
Alabama 	1	2020	February	Male	4000 - 4499 grams	138
Alabama 	1	2020	February	Male	4500 - 4999 grams	31
Alabama 	1	2020	March	Female	500 - 999 grams	16
Alabama 	1	2020	March	Female	1000 - 1499 grams	21
Alabama 	1	2020	March	Female	1500 - 1999 grams	46
Alabama 	1	2020	March	Female	2000 - 2499 grams	168
Alabama 	1	2020	March	Female	2500 - 2999 grams	579
Alabama 	1	2020	March	Female	3000 - 3499 grams	897
Alabama 	1	2020	March	Female	3500 - 3999 grams	518
Alabama 	1	2020	March	Female	4000 - 4499 grams	102
Alabama 	1	2020	March	Male	500 - 999 grams	16
Alabama 	1	2020	March	Male	1000 - 1499 grams	24
Alabama 	1	2020	March	Male	1500 - 1999 grams	43
Alabama 	1	2020	March	Male	2000 - 2499 grams	147
Alabama 	1	2020	March	Male	2500 - 2999 grams	434
Alabama 	1	2020	March	Male	3000 - 3499 grams	899
Alabama 	1	2020	March	Male	3500 - 3999 grams	650
Alabama 	1	2020	March	Male	4000 - 4499 grams	180
Alabama 	1	2020	March	Male	4500 - 4999 grams	20
Alabama 	1	2020	April	Female	500 - 999 grams	18
Alabama 	1	2020	April	Female	1000 - 1499 grams	11
Alabama 	1	2020	April	Female	1500 - 1999 grams	39
Alabama 	1	2020	April	Female	2000 - 2499 grams	158
Alabama 	1	2020	April	Female	2500 - 2999 grams	503
Alabama 	1	2020	April	Female	3000 - 3499 grams	884
Alabama 	1	2020	April	Female	3500 - 3999 grams	442
Alabama 	1	2020	April	Female	4000 - 4499 grams	108
Alabama 	1	2020	April	Male	500 - 999 grams	20
Alabama 	1	2020	April	Male	1000 - 1499 grams	20
Alabama 	1	2020	April	Male	1500 - 1999 grams	55
Alabama 	1	2020	April	Male	2000 - 2499 grams	176
Alabama 	1	2020	April	Male	2500 - 2999 grams	444
Alabama 	1	2020	April	Male	3000 - 3499 grams	908
Alabama 	1	2020	April	Male	3500 - 3999 grams	607
Alabama 	1	2020	April	Male	4000 - 4499 grams	141
Alabama 	1	2020	April	Male	4500 - 4999 grams	15
Alabama 	1	2020	May	Female	500 - 999 grams	19
Alabama 	1	2020	May	Female	1000 - 1499 grams	26
Alabama 	1	2020	May	Female	1500 - 1999 grams	50
Alabama 	1	2020	May	Female	2000 - 2499 grams	147
Alabama 	1	2020	May	Female	2500 - 2999 grams	534
Alabama 	1	2020	May	Female	3000 - 3499 grams	862
Alabama 	1	2020	May	Female	3500 - 3999 grams	450
Alabama 	1	2020	May	Female	4000 - 4499 grams	92
Alabama 	1	2020	May	Male	500 - 999 grams	21
Alabama 	1	2020	May	Male	1000 - 1499 grams	25
Alabama 	1	2020	May	Male	1500 - 1999 grams	44
Alabama 	1	2020	May	Male	2000 - 2499 grams	128
Alabama 	1	2020	May	Male	2500 - 2999 grams	449
Alabama 	1	2020	May	Male	3000 - 3499 grams	843
Alabama 	1	2020	May	Male	3500 - 3999 grams	601
Alabama 	1	2020	May	Male	4000 - 4499 grams	163
Alabama 	1	2020	May	Male	4500 - 4999 grams	29
Alabama 	1	2020	June	Female	500 - 999 grams	14
Alabama 	1	2020	June	Female	1000 - 1499 grams	31
Alabama 	1	2020	June	Female	1500 - 1999 grams	66
Alabama 	1	2020	June	Female	2000 - 2499 grams	165
Alabama 	1	2020	June	Female	2500 - 2999 grams	592
Alabama 	1	2020	June	Female	3000 - 3499 grams	858
Alabama 	1	2020	June	Female	3500 - 3999 grams	495
Alabama 	1	2020	June	Female	4000 - 4499 grams	92
Alabama 	1	2020	June	Female	4500 - 4999 grams	11
Alabama 	1	2020	June	Male	500 - 999 grams	24
Alabama 	1	2020	June	Male	1000 - 1499 grams	24
Alabama 	1	2020	June	Male	1500 - 1999 grams	56
Alabama 	1	2020	June	Male	2000 - 2499 grams	155
Alabama 	1	2020	June	Male	2500 - 2999 grams	450
Alabama 	1	2020	June	Male	3000 - 3499 grams	916
Alabama 	1	2020	June	Male	3500 - 3999 grams	660
Alabama 	1	2020	June	Male	4000 - 4499 grams	152
Alabama 	1	2020	June	Male	4500 - 4999 grams	21
Alabama 	1	2020	July	Female	500 - 999 grams	19
Alabama 	1	2020	July	Female	1000 - 1499 grams	33
Alabama 	1	2020	July	Female	1500 - 1999 grams	63
Alabama 	1	2020	July	Female	2000 - 2499 grams	203
Alabama 	1	2020	July	Female	2500 - 2999 grams	621
Alabama 	1	2020	July	Female	3000 - 3499 grams	946
Alabama 	1	2020	July	Female	3500 - 3999 grams	566
Alabama 	1	2020	July	Female	4000 - 4499 grams	105
Alabama 	1	2020	July	Male	500 - 999 grams	16
Alabama 	1	2020	July	Male	1000 - 1499 grams	21
Alabama 	1	2020	July	Male	1500 - 1999 grams	59
Alabama 	1	2020	July	Male	2000 - 2499 grams	166
Alabama 	1	2020	July	Male	2500 - 2999 grams	492
Alabama 	1	2020	July	Male	3000 - 3499 grams	966
Alabama 	1	2020	July	Male	3500 - 3999 grams	704
Alabama 	1	2020	July	Male	4000 - 4499 grams	186
Alabama 	1	2020	July	Male	4500 - 4999 grams	31
Alabama 	1	2020	August	Female	500 - 999 grams	25
Alabama 	1	2020	August	Female	1000 - 1499 grams	25
Alabama 	1	2020	August	Female	1500 - 1999 grams	49
Alabama 	1	2020	August	Female	2000 - 2499 grams	165
Alabama 	1	2020	August	Female	2500 - 2999 grams	608
Alabama 	1	2020	August	Female	3000 - 3499 grams	"1,053"
Alabama 	1	2020	August	Female	3500 - 3999 grams	517
Alabama 	1	2020	August	Female	4000 - 4499 grams	84
Alabama 	1	2020	August	Female	4500 - 4999 grams	11
Alabama 	1	2020	August	Male	500 - 999 grams	15
Alabama 	1	2020	August	Male	1000 - 1499 grams	36
Alabama 	1	2020	August	Male	1500 - 1999 grams	36
Alabama 	1	2020	August	Male	2000 - 2499 grams	168
Alabama 	1	2020	August	Male	2500 - 2999 grams	513
Alabama 	1	2020	August	Male	3000 - 3499 grams	992
Alabama 	1	2020	August	Male	3500 - 3999 grams	682
Alabama 	1	2020	August	Male	4000 - 4499 grams	174
Alabama 	1	2020	August	Male	4500 - 4999 grams	32
Alabama 	1	2020	September	Female	500 - 999 grams	13
Alabama 	1	2020	September	Female	1000 - 1499 grams	32
Alabama 	1	2020	September	Female	1500 - 1999 grams	56
Alabama 	1	2020	September	Female	2000 - 2499 grams	202
Alabama 	1	2020	September	Female	2500 - 2999 grams	592
Alabama 	1	2020	September	Female	3000 - 3499 grams	984
Alabama 	1	2020	September	Female	3500 - 3999 grams	495
Alabama 	1	2020	September	Female	4000 - 4499 grams	96
Alabama 	1	2020	September	Female	4500 - 4999 grams	14
Alabama 	1	2020	September	Male	500 - 999 grams	15
Alabama 	1	2020	September	Male	1000 - 1499 grams	29
Alabama 	1	2020	September	Male	1500 - 1999 grams	46
Alabama 	1	2020	September	Male	2000 - 2499 grams	137
Alabama 	1	2020	September	Male	2500 - 2999 grams	452
Alabama 	1	2020	September	Male	3000 - 3499 grams	938
Alabama 	1	2020	September	Male	3500 - 3999 grams	676
Alabama 	1	2020	September	Male	4000 - 4499 grams	191
Alabama 	1	2020	September	Male	4500 - 4999 grams	20
Alabama 	1	2020	October	Female	500 - 999 grams	20
Alabama 	1	2020	October	Female	1000 - 1499 grams	25
Alabama 	1	2020	October	Female	1500 - 1999 grams	54
Alabama 	1	2020	October	Female	2000 - 2499 grams	170
Alabama 	1	2020	October	Female	2500 - 2999 grams	561
Alabama 	1	2020	October	Female	3000 - 3499 grams	909
Alabama 	1	2020	October	Female	3500 - 3999 grams	470
Alabama 	1	2020	October	Female	4000 - 4499 grams	87
Alabama 	1	2020	October	Female	4500 - 4999 grams	14
Alabama 	1	2020	October	Male	500 - 999 grams	15
Alabama 	1	2020	October	Male	1000 - 1499 grams	27
Alabama 	1	2020	October	Male	1500 - 1999 grams	55
Alabama 	1	2020	October	Male	2000 - 2499 grams	150
Alabama 	1	2020	October	Male	2500 - 2999 grams	456
Alabama 	1	2020	October	Male	3000 - 3499 grams	889
Alabama 	1	2020	October	Male	3500 - 3999 grams	668
Alabama 	1	2020	October	Male	4000 - 4499 grams	164
Alabama 	1	2020	October	Male	4500 - 4999 grams	27
Alabama 	1	2020	November	Female	500 - 999 grams	15
Alabama 	1	2020	November	Female	1000 - 1499 grams	24
Alabama 	1	2020	November	Female	1500 - 1999 grams	49
Alabama 	1	2020	November	Female	2000 - 2499 grams	158
Alabama 	1	2020	November	Female	2500 - 2999 grams	533
Alabama 	1	2020	November	Female	3000 - 3499 grams	885
Alabama 	1	2020	November	Female	3500 - 3999 grams	496
Alabama 	1	2020	November	Female	4000 - 4499 grams	74
Alabama 	1	2020	November	Female	4500 - 4999 grams	11
Alabama 	1	2020	November	Male	500 - 999 grams	13
Alabama 	1	2020	November	Male	1000 - 1499 grams	21
Alabama 	1	2020	November	Male	1500 - 1999 grams	47
Alabama 	1	2020	November	Male	2000 - 2499 grams	144
Alabama 	1	2020	November	Male	2500 - 2999 grams	430
Alabama 	1	2020	November	Male	3000 - 3499 grams	831
Alabama 	1	2020	November	Male	3500 - 3999 grams	554
Alabama 	1	2020	November	Male	4000 - 4499 grams	159
Alabama 	1	2020	November	Male	4500 - 4999 grams	19
Alabama 	1	2020	December	Female	500 - 999 grams	21
Alabama 	1	2020	December	Female	1000 - 1499 grams	20
Alabama 	1	2020	December	Female	1500 - 1999 grams	74
Alabama 	1	2020	December	Female	2000 - 2499 grams	189
Alabama 	1	2020	December	Female	2500 - 2999 grams	600
Alabama 	1	2020	December	Female	3000 - 3499 grams	954
Alabama 	1	2020	December	Female	3500 - 3999 grams	467
Alabama 	1	2020	December	Female	4000 - 4499 grams	75
Alabama 	1	2020	December	Female	4500 - 4999 grams	12
Alabama 	1	2020	December	Male	500 - 999 grams	18
Alabama 	1	2020	December	Male	1000 - 1499 grams	31
Alabama 	1	2020	December	Male	1500 - 1999 grams	44
Alabama 	1	2020	December	Male	2000 - 2499 grams	141
Alabama 	1	2020	December	Male	2500 - 2999 grams	483
Alabama 	1	2020	December	Male	3000 - 3499 grams	931
Alabama 	1	2020	December	Male	3500 - 3999 grams	638
Alabama 	1	2020	December	Male	4000 - 4499 grams	173
Alabama 	1	2020	December	Male	4500 - 4999 grams	22
Alabama 	1	2021	January	Female	500 - 999 grams	10
Alabama 	1	2021	January	Female	1000 - 1499 grams	23
Alabama 	1	2021	January	Female	1500 - 1999 grams	57
Alabama 	1	2021	January	Female	2000 - 2499 grams	160
Alabama 	1	2021	January	Female	2500 - 2999 grams	562
Alabama 	1	2021	January	Female	3000 - 3499 grams	830
Alabama 	1	2021	January	Female	3500 - 3999 grams	473
Alabama 	1	2021	January	Female	4000 - 4499 grams	61
Alabama 	1	2021	January	Male	500 - 999 grams	15
Alabama 	1	2021	January	Male	1000 - 1499 grams	10
Alabama 	1	2021	January	Male	1500 - 1999 grams	47
Alabama 	1	2021	January	Male	2000 - 2499 grams	159
Alabama 	1	2021	January	Male	2500 - 2999 grams	411
Alabama 	1	2021	January	Male	3000 - 3499 grams	920
Alabama 	1	2021	January	Male	3500 - 3999 grams	608
Alabama 	1	2021	January	Male	4000 - 4499 grams	157
Alabama 	1	2021	January	Male	4500 - 4999 grams	26
Alabama 	1	2021	February	Female	500 - 999 grams	12
Alabama 	1	2021	February	Female	1000 - 1499 grams	22
Alabama 	1	2021	February	Female	1500 - 1999 grams	37
Alabama 	1	2021	February	Female	2000 - 2499 grams	148
Alabama 	1	2021	February	Female	2500 - 2999 grams	502
Alabama 	1	2021	February	Female	3000 - 3499 grams	861
Alabama 	1	2021	February	Female	3500 - 3999 grams	476
Alabama 	1	2021	February	Female	4000 - 4499 grams	88
Alabama 	1	2021	February	Male	1000 - 1499 grams	28
Alabama 	1	2021	February	Male	1500 - 1999 grams	43
Alabama 	1	2021	February	Male	2000 - 2499 grams	126
Alabama 	1	2021	February	Male	2500 - 2999 grams	428
Alabama 	1	2021	February	Male	3000 - 3499 grams	793
Alabama 	1	2021	February	Male	3500 - 3999 grams	618
Alabama 	1	2021	February	Male	4000 - 4499 grams	157
Alabama 	1	2021	February	Male	4500 - 4999 grams	15
Alabama 	1	2021	March	Female	500 - 999 grams	15
Alabama 	1	2021	March	Female	1000 - 1499 grams	24
Alabama 	1	2021	March	Female	1500 - 1999 grams	53
Alabama 	1	2021	March	Female	2000 - 2499 grams	169
Alabama 	1	2021	March	Female	2500 - 2999 grams	583
Alabama 	1	2021	March	Female	3000 - 3499 grams	903
Alabama 	1	2021	March	Female	3500 - 3999 grams	508
Alabama 	1	2021	March	Female	4000 - 4499 grams	115
Alabama 	1	2021	March	Female	4500 - 4999 grams	13
Alabama 	1	2021	March	Male	500 - 999 grams	19
Alabama 	1	2021	March	Male	1000 - 1499 grams	22
Alabama 	1	2021	March	Male	1500 - 1999 grams	42
Alabama 	1	2021	March	Male	2000 - 2499 grams	145
Alabama 	1	2021	March	Male	2500 - 2999 grams	428
Alabama 	1	2021	March	Male	3000 - 3499 grams	903
Alabama 	1	2021	March	Male	3500 - 3999 grams	623
Alabama 	1	2021	March	Male	4000 - 4499 grams	159
Alabama 	1	2021	March	Male	4500 - 4999 grams	18
Alabama 	1	2021	April	Female	500 - 999 grams	14
Alabama 	1	2021	April	Female	1000 - 1499 grams	23
Alabama 	1	2021	April	Female	1500 - 1999 grams	54
Alabama 	1	2021	April	Female	2000 - 2499 grams	180
Alabama 	1	2021	April	Female	2500 - 2999 grams	523
Alabama 	1	2021	April	Female	3000 - 3499 grams	845
Alabama 	1	2021	April	Female	3500 - 3999 grams	451
Alabama 	1	2021	April	Female	4000 - 4499 grams	94
Alabama 	1	2021	April	Female	4500 - 4999 grams	12
Alabama 	1	2021	April	Male	500 - 999 grams	21
Alabama 	1	2021	April	Male	1000 - 1499 grams	17
Alabama 	1	2021	April	Male	1500 - 1999 grams	52
Alabama 	1	2021	April	Male	2000 - 2499 grams	128
Alabama 	1	2021	April	Male	2500 - 2999 grams	410
Alabama 	1	2021	April	Male	3000 - 3499 grams	838
Alabama 	1	2021	April	Male	3500 - 3999 grams	645
Alabama 	1	2021	April	Male	4000 - 4499 grams	179
